date,source,destination,transfer_type,gb_transferred,cost
2026-05-19,service-5,service-6,cross-AZ,2042.71,20.43
2026-05-19,service-6,service-7,cross-region,1785.05,35.7
2026-05-19,service-7,service-8,internet-egress,604.8,27.22
2026-05-19,service-8,service-9,VPC-peering,761.41,7.61
2026-05-20,service-1,service-2,cross-AZ,1460.18,14.6
2026-05-20,service-2,service-3,cross-region,1172.2,23.44
2026-05-20,service-3,service-4,internet-egress,1864.28,83.89
2026-05-20,service-4,service-5,VPC-peering,1008.82,10.09
2026-05-20,service-5,service-6,cross-AZ,2162.75,21.63
2026-05-20,service-6,service-7,cross-region,1136.61,22.73
2026-05-20,service-7,service-8,internet-egress,196.1,8.82
2026-05-20,service-8,service-9,VPC-peering,141.67,1.42
2026-05-20,service-9,service-10,cross-AZ,1652.18,16.52
2026-05-20,service-10,service-11,cross-region,1397.33,27.95
2026-05-20,service-11,service-12,internet-egress,1402.59,63.12
2026-05-20,service-12,service-1,VPC-peering,1996.02,19.96
2026-05-20,service-1,service-2,cross-AZ,1001.73,10.02
2026-05-20,service-2,service-3,cross-region,2489.07,49.78
2026-05-20,service-3,service-4,internet-egress,2369.27,106.62
2026-05-20,service-4,service-5,VPC-peering,131.11,1.31
2026-05-20,service-5,service-6,cross-AZ,2249.78,22.5
2026-05-20,service-6,service-7,cross-region,1733.32,34.67
2026-05-20,service-7,service-8,internet-egress,1305.02,58.73
2026-05-20,service-8,service-9,VPC-peering,1498.59,14.99
2026-05-21,service-1,service-2,cross-AZ,2120.46,21.2
2026-05-21,service-2,service-3,cross-region,2382.49,47.65
2026-05-21,service-3,service-4,internet-egress,1444.8,65.02
2026-05-21,service-4,service-5,VPC-peering,535.1,5.35
2026-05-21,service-5,service-6,cross-AZ,1635.41,16.35
2026-05-21,service-6,service-7,cross-region,282.93,5.66
2026-05-21,service-7,service-8,internet-egress,1624.33,73.09
2026-05-21,service-8,service-9,VPC-peering,2040.67,20.41
2026-05-21,service-9,service-10,cross-AZ,948.0,9.48
2026-05-21,service-10,service-11,cross-region,270.84,5.42
2026-05-21,service-11,service-12,internet-egress,1761.34,79.26
2026-05-21,service-12,service-1,VPC-peering,914.39,9.14
2026-05-21,service-1,service-2,cross-AZ,697.83,6.98
2026-05-21,service-2,service-3,cross-region,1754.04,35.08
2026-05-21,service-3,service-4,internet-egress,2427.01,109.22
2026-05-21,service-4,service-5,VPC-peering,1888.77,18.89
2026-05-21,service-5,service-6,cross-AZ,1279.24,12.79
2026-05-21,service-6,service-7,cross-region,1541.23,30.82
2026-05-21,service-7,service-8,internet-egress,441.47,19.87
2026-05-21,service-8,service-9,VPC-peering,2051.71,20.52
2026-05-22,service-1,service-2,cross-AZ,1550.31,15.5
2026-05-22,service-2,service-3,cross-region,2417.99,48.36
2026-05-22,service-3,service-4,internet-egress,2450.76,110.28
2026-05-22,service-4,service-5,VPC-peering,951.01,9.51
2026-05-22,service-5,service-6,cross-AZ,2472.51,24.73
2026-05-22,service-6,service-7,cross-region,2396.4,47.93
2026-05-22,service-7,service-8,internet-egress,1635.6,73.6
2026-05-22,service-8,service-9,VPC-peering,900.31,9.0
2026-05-22,service-9,service-10,cross-AZ,1908.02,19.08
2026-05-22,service-10,service-11,cross-region,750.97,15.02
2026-05-22,service-11,service-12,internet-egress,1611.63,72.52
2026-05-22,service-12,service-1,VPC-peering,159.0,1.59
2026-05-22,service-1,service-2,cross-AZ,1608.6,16.09
2026-05-22,service-2,service-3,cross-region,2383.86,47.68
2026-05-22,service-3,service-4,internet-egress,664.34,29.9
2026-05-22,service-4,service-5,VPC-peering,1967.63,19.68
2026-05-22,service-5,service-6,cross-AZ,804.22,8.04
2026-05-22,service-6,service-7,cross-region,1798.84,35.98
2026-05-22,service-7,service-8,internet-egress,1779.93,80.1
2026-05-22,service-8,service-9,VPC-peering,543.37,5.43
2026-05-23,service-1,service-2,cross-AZ,1533.11,15.33
2026-05-23,service-2,service-3,cross-region,2162.01,43.24
2026-05-23,service-3,service-4,internet-egress,1018.08,45.81
2026-05-23,service-4,service-5,VPC-peering,1804.66,18.05
2026-05-23,service-5,service-6,cross-AZ,1718.63,17.19
2026-05-23,service-6,service-7,cross-region,718.03,14.36
2026-05-23,service-7,service-8,internet-egress,2304.74,103.71
2026-05-23,service-8,service-9,VPC-peering,1452.43,14.52
2026-05-23,service-9,service-10,cross-AZ,952.7,9.53
2026-05-23,service-10,service-11,cross-region,494.46,9.89
2026-05-23,service-11,service-12,internet-egress,1236.3,55.63
2026-05-23,service-12,service-1,VPC-peering,1852.27,18.52
2026-05-23,service-1,service-2,cross-AZ,1596.74,15.97
2026-05-23,service-2,service-3,cross-region,1844.93,36.9
2026-05-23,service-3,service-4,internet-egress,2000.23,90.01
2026-05-23,service-4,service-5,VPC-peering,1158.41,11.58
2026-05-23,service-5,service-6,cross-AZ,1348.4,13.48
2026-05-23,service-6,service-7,cross-region,2467.41,49.35
2026-05-23,service-7,service-8,internet-egress,2423.32,109.05
2026-05-23,service-8,service-9,VPC-peering,1095.56,10.96
2026-05-24,service-1,service-2,cross-AZ,1744.43,17.44
2026-05-24,service-2,service-3,cross-region,742.22,14.84
2026-05-24,service-3,service-4,internet-egress,466.47,20.99
2026-05-24,service-4,service-5,VPC-peering,1944.16,19.44
2026-05-24,service-5,service-6,cross-AZ,1146.83,11.47
2026-05-24,service-6,service-7,cross-region,524.93,10.5
2026-05-24,service-7,service-8,internet-egress,1921.24,86.46
2026-05-24,service-8,service-9,VPC-peering,2296.41,22.96
2026-05-24,service-9,service-10,cross-AZ,2339.86,23.4
2026-05-24,service-10,service-11,cross-region,1531.2,30.62
2026-05-24,service-11,service-12,internet-egress,1251.14,56.3
2026-05-24,service-12,service-1,VPC-peering,440.48,4.4
2026-05-24,service-1,service-2,cross-AZ,2002.7,20.03
2026-05-24,service-2,service-3,cross-region,2368.78,47.38
2026-05-24,service-3,service-4,internet-egress,2234.7,100.56
2026-05-24,service-4,service-5,VPC-peering,1904.28,19.04
2026-05-24,service-5,service-6,cross-AZ,110.97,1.11
2026-05-24,service-6,service-7,cross-region,1078.6,21.57
2026-05-24,service-7,service-8,internet-egress,1085.71,48.86
2026-05-24,service-8,service-9,VPC-peering,2246.48,22.46
2026-05-25,service-1,service-2,cross-AZ,257.56,2.58
2026-05-25,service-2,service-3,cross-region,1374.93,27.5
2026-05-25,service-3,service-4,internet-egress,426.72,19.2
2026-05-25,service-4,service-5,VPC-peering,1689.51,16.9
2026-05-25,service-5,service-6,cross-AZ,2001.41,20.01
2026-05-25,service-6,service-7,cross-region,1640.7,32.81
2026-05-25,service-7,service-8,internet-egress,2007.0,90.32
2026-05-25,service-8,service-9,VPC-peering,1557.99,15.58
2026-05-25,service-9,service-10,cross-AZ,555.61,5.56
2026-05-25,service-10,service-11,cross-region,1018.39,20.37
2026-05-25,service-11,service-12,internet-egress,2396.49,107.84
2026-05-25,service-12,service-1,VPC-peering,791.62,7.92
2026-05-25,service-1,service-2,cross-AZ,250.87,2.51
2026-05-25,service-2,service-3,cross-region,1023.59,20.47
2026-05-25,service-3,service-4,internet-egress,979.14,44.06
2026-05-25,service-4,service-5,VPC-peering,1228.74,12.29
2026-05-25,service-5,service-6,cross-AZ,1444.73,14.45
2026-05-25,service-6,service-7,cross-region,2481.82,49.64
2026-05-25,service-7,service-8,internet-egress,1914.96,86.17
2026-05-25,service-8,service-9,VPC-peering,186.14,1.86
2026-05-26,service-1,service-2,cross-AZ,1810.51,18.11
2026-05-26,service-2,service-3,cross-region,2078.16,41.56
2026-05-26,service-3,service-4,internet-egress,2249.51,101.23
2026-05-26,service-4,service-5,VPC-peering,1117.61,11.18
2026-05-26,service-5,service-6,cross-AZ,852.7,8.53
2026-05-26,service-6,service-7,cross-region,2114.38,42.29
2026-05-26,service-7,service-8,internet-egress,1966.28,88.48
2026-05-26,service-8,service-9,VPC-peering,1386.5,13.87
2026-05-26,service-9,service-10,cross-AZ,382.92,3.83
2026-05-26,service-10,service-11,cross-region,1664.23,33.28
2026-05-26,service-11,service-12,internet-egress,257.6,11.59
2026-05-26,service-12,service-1,VPC-peering,340.88,3.41
2026-05-26,service-1,service-2,cross-AZ,894.74,8.95
2026-05-26,service-2,service-3,cross-region,990.82,19.82
2026-05-26,service-3,service-4,internet-egress,1208.74,54.39
2026-05-26,service-4,service-5,VPC-peering,913.94,9.14
2026-05-26,service-5,service-6,cross-AZ,181.09,1.81
2026-05-26,service-6,service-7,cross-region,477.8,9.56
2026-05-26,service-7,service-8,internet-egress,376.27,16.93
2026-05-26,service-8,service-9,VPC-peering,1134.84,11.35
2026-05-27,service-1,service-2,cross-AZ,609.11,6.09
2026-05-27,service-2,service-3,cross-region,804.51,16.09
2026-05-27,service-3,service-4,internet-egress,1231.76,55.43
2026-05-27,service-4,service-5,VPC-peering,665.35,6.65
2026-05-27,service-5,service-6,cross-AZ,690.23,6.9
2026-05-27,service-6,service-7,cross-region,2099.55,41.99
2026-05-27,service-7,service-8,internet-egress,1415.41,63.69
2026-05-27,service-8,service-9,VPC-peering,2156.22,21.56
2026-05-27,service-9,service-10,cross-AZ,1334.86,13.35
2026-05-27,service-10,service-11,cross-region,2282.23,45.64
2026-05-27,service-11,service-12,internet-egress,711.38,32.01
2026-05-27,service-12,service-1,VPC-peering,1580.01,15.8
2026-05-27,service-1,service-2,cross-AZ,1307.76,13.08
2026-05-27,service-2,service-3,cross-region,2304.86,46.1
2026-05-27,service-3,service-4,internet-egress,1104.35,49.7
2026-05-27,service-4,service-5,VPC-peering,2151.58,21.52
2026-05-27,service-5,service-6,cross-AZ,1453.37,14.53
2026-05-27,service-6,service-7,cross-region,1800.5,36.01
2026-05-27,service-7,service-8,internet-egress,2228.54,100.28
2026-05-27,service-8,service-9,VPC-peering,2492.58,24.93
2026-05-28,service-1,service-2,cross-AZ,1854.73,18.55
2026-05-28,service-2,service-3,cross-region,854.85,17.1
2026-05-28,service-3,service-4,internet-egress,817.63,36.79
2026-05-28,service-4,service-5,VPC-peering,841.85,8.42
2026-05-28,service-5,service-6,cross-AZ,334.98,3.35
2026-05-28,service-6,service-7,cross-region,228.64,4.57
2026-05-28,service-7,service-8,internet-egress,1494.02,67.23
2026-05-28,service-8,service-9,VPC-peering,2045.41,20.45
2026-05-28,service-9,service-10,cross-AZ,186.72,1.87
2026-05-28,service-10,service-11,cross-region,1459.92,29.2
2026-05-28,service-11,service-12,internet-egress,992.23,44.65
2026-05-28,service-12,service-1,VPC-peering,2241.96,22.42
2026-05-28,service-1,service-2,cross-AZ,448.93,4.49
2026-05-28,service-2,service-3,cross-region,1452.24,29.04
2026-05-28,service-3,service-4,internet-egress,2430.21,109.36
2026-05-28,service-4,service-5,VPC-peering,928.08,9.28
2026-05-28,service-5,service-6,cross-AZ,1880.26,18.8
2026-05-28,service-6,service-7,cross-region,2217.88,44.36
2026-05-28,service-7,service-8,internet-egress,546.91,24.61
2026-05-28,service-8,service-9,VPC-peering,2482.07,24.82
2026-05-29,service-1,service-2,cross-AZ,2042.53,20.43
2026-05-29,service-2,service-3,cross-region,430.15,8.6
2026-05-29,service-3,service-4,internet-egress,846.12,38.08
2026-05-29,service-4,service-5,VPC-peering,1599.93,16.0
2026-05-29,service-5,service-6,cross-AZ,2223.8,22.24
2026-05-29,service-6,service-7,cross-region,567.61,11.35
2026-05-29,service-7,service-8,internet-egress,1854.89,83.47
2026-05-29,service-8,service-9,VPC-peering,749.56,7.5
2026-05-29,service-9,service-10,cross-AZ,2033.0,20.33
2026-05-29,service-10,service-11,cross-region,1740.26,34.81
2026-05-29,service-11,service-12,internet-egress,1354.98,60.97
2026-05-29,service-12,service-1,VPC-peering,1659.68,16.6
2026-05-29,service-1,service-2,cross-AZ,2203.47,22.03
2026-05-29,service-2,service-3,cross-region,1027.42,20.55
2026-05-29,service-3,service-4,internet-egress,1946.2,87.58
2026-05-29,service-4,service-5,VPC-peering,481.37,4.81
2026-05-29,service-5,service-6,cross-AZ,1782.85,17.83
2026-05-29,service-6,service-7,cross-region,1901.58,38.03
2026-05-29,service-7,service-8,internet-egress,1163.19,52.34
2026-05-29,service-8,service-9,VPC-peering,2004.69,20.05
2026-05-30,service-1,service-2,cross-AZ,1437.05,14.37
2026-05-30,service-2,service-3,cross-region,2347.06,46.94
2026-05-30,service-3,service-4,internet-egress,369.92,16.65
2026-05-30,service-4,service-5,VPC-peering,413.97,4.14
2026-05-30,service-5,service-6,cross-AZ,2121.83,21.22
2026-05-30,service-6,service-7,cross-region,2121.67,42.43
2026-05-30,service-7,service-8,internet-egress,1230.94,55.39
2026-05-30,service-8,service-9,VPC-peering,2413.51,24.14
2026-05-30,service-9,service-10,cross-AZ,1730.53,17.31
2026-05-30,service-10,service-11,cross-region,2458.85,49.18
2026-05-30,service-11,service-12,internet-egress,1377.75,62.0
2026-05-30,service-12,service-1,VPC-peering,583.87,5.84
2026-05-30,service-1,service-2,cross-AZ,1166.54,11.67
2026-05-30,service-2,service-3,cross-region,2453.17,49.06
2026-05-30,service-3,service-4,internet-egress,988.99,44.5
2026-05-30,service-4,service-5,VPC-peering,2396.84,23.97
2026-05-30,service-5,service-6,cross-AZ,2012.85,20.13
2026-05-30,service-6,service-7,cross-region,1161.06,23.22
2026-05-30,service-7,service-8,internet-egress,1400.49,63.02
2026-05-30,service-8,service-9,VPC-peering,1557.85,15.58
2026-05-31,service-1,service-2,cross-AZ,1697.84,16.98
2026-05-31,service-2,service-3,cross-region,284.08,5.68
2026-05-31,service-3,service-4,internet-egress,2340.61,105.33
2026-05-31,service-4,service-5,VPC-peering,1532.8,15.33
2026-05-31,service-5,service-6,cross-AZ,2334.76,23.35
2026-05-31,service-6,service-7,cross-region,1616.56,32.33
2026-05-31,service-7,service-8,internet-egress,1134.44,51.05
2026-05-31,service-8,service-9,VPC-peering,1460.63,14.61
2026-05-31,service-9,service-10,cross-AZ,2090.81,20.91
2026-05-31,service-10,service-11,cross-region,882.7,17.65
2026-05-31,service-11,service-12,internet-egress,2395.5,107.8
2026-05-31,service-12,service-1,VPC-peering,1218.29,12.18
2026-05-31,service-1,service-2,cross-AZ,2394.97,23.95
2026-05-31,service-2,service-3,cross-region,2213.82,44.28
2026-05-31,service-3,service-4,internet-egress,1942.39,87.41
2026-05-31,service-4,service-5,VPC-peering,1221.85,12.22
2026-05-31,service-5,service-6,cross-AZ,1508.67,15.09
2026-05-31,service-6,service-7,cross-region,2111.27,42.23
2026-05-31,service-7,service-8,internet-egress,1405.73,63.26
2026-05-31,service-8,service-9,VPC-peering,1871.65,18.72
2026-06-01,service-1,service-2,cross-AZ,1997.58,19.98
2026-06-01,service-2,service-3,cross-region,1331.43,26.63
2026-06-01,service-3,service-4,internet-egress,1386.99,62.41
2026-06-01,service-4,service-5,VPC-peering,574.8,5.75
2026-06-01,service-5,service-6,cross-AZ,687.37,6.87
2026-06-01,service-6,service-7,cross-region,2271.86,45.44
2026-06-01,service-7,service-8,internet-egress,2116.79,95.26
2026-06-01,service-8,service-9,VPC-peering,124.29,1.24
2026-06-01,service-9,service-10,cross-AZ,2186.53,21.87
2026-06-01,service-10,service-11,cross-region,160.56,3.21
2026-06-01,service-11,service-12,internet-egress,1199.87,53.99
2026-06-01,service-12,service-1,VPC-peering,261.84,2.62
2026-06-01,service-1,service-2,cross-AZ,2425.18,24.25
2026-06-01,service-2,service-3,cross-region,2433.57,48.67
2026-06-01,service-3,service-4,internet-egress,1566.09,70.47
2026-06-01,service-4,service-5,VPC-peering,1041.29,10.41
2026-06-01,service-5,service-6,cross-AZ,1328.78,13.29
2026-06-01,service-6,service-7,cross-region,1929.52,38.59
2026-06-01,service-7,service-8,internet-egress,635.66,28.6
2026-06-01,service-8,service-9,VPC-peering,1160.13,11.6
2026-06-02,service-1,service-2,cross-AZ,1869.44,18.69
2026-06-02,service-2,service-3,cross-region,1048.94,20.98
2026-06-02,service-3,service-4,internet-egress,176.79,7.96
2026-06-02,service-4,service-5,VPC-peering,1317.75,13.18
2026-06-02,service-5,service-6,cross-AZ,1869.79,18.7
2026-06-02,service-6,service-7,cross-region,2444.36,48.89
2026-06-02,service-7,service-8,internet-egress,188.91,8.5
2026-06-02,service-8,service-9,VPC-peering,1395.81,13.96
2026-06-02,service-9,service-10,cross-AZ,1179.85,11.8
2026-06-02,service-10,service-11,cross-region,681.88,13.64
2026-06-02,service-11,service-12,internet-egress,1630.63,73.38
2026-06-02,service-12,service-1,VPC-peering,492.69,4.93
2026-06-02,service-1,service-2,cross-AZ,781.28,7.81
2026-06-02,service-2,service-3,cross-region,1976.22,39.52
2026-06-02,service-3,service-4,internet-egress,1204.99,54.22
2026-06-02,service-4,service-5,VPC-peering,2484.81,24.85
2026-06-02,service-5,service-6,cross-AZ,1027.51,10.28
2026-06-02,service-6,service-7,cross-region,1211.83,24.24
2026-06-02,service-7,service-8,internet-egress,820.62,36.93
2026-06-02,service-8,service-9,VPC-peering,667.1,6.67
2026-06-03,service-1,service-2,cross-AZ,2313.48,23.13
2026-06-03,service-2,service-3,cross-region,1897.18,37.94
2026-06-03,service-3,service-4,internet-egress,900.17,40.51
2026-06-03,service-4,service-5,VPC-peering,1780.37,17.8
2026-06-03,service-5,service-6,cross-AZ,2417.88,24.18
2026-06-03,service-6,service-7,cross-region,277.72,5.55
2026-06-03,service-7,service-8,internet-egress,734.81,33.07
2026-06-03,service-8,service-9,VPC-peering,581.39,5.81
2026-06-03,service-9,service-10,cross-AZ,2187.48,21.87
2026-06-03,service-10,service-11,cross-region,530.06,10.6
2026-06-03,service-11,service-12,internet-egress,839.38,37.77
2026-06-03,service-12,service-1,VPC-peering,1405.27,14.05
2026-06-03,service-1,service-2,cross-AZ,1590.63,15.91
2026-06-03,service-2,service-3,cross-region,2039.64,40.79
2026-06-03,service-3,service-4,internet-egress,1077.58,48.49
2026-06-03,service-4,service-5,VPC-peering,1382.19,13.82
2026-06-03,service-5,service-6,cross-AZ,2417.11,24.17
2026-06-03,service-6,service-7,cross-region,813.67,16.27
2026-06-03,service-7,service-8,internet-egress,695.43,31.29
2026-06-03,service-8,service-9,VPC-peering,1805.44,18.05
2026-06-04,service-1,service-2,cross-AZ,1950.73,19.51
2026-06-04,service-2,service-3,cross-region,1095.47,21.91
2026-06-04,service-3,service-4,internet-egress,611.15,27.5
2026-06-04,service-4,service-5,VPC-peering,1969.41,19.69
2026-06-04,service-5,service-6,cross-AZ,1709.18,17.09
2026-06-04,service-6,service-7,cross-region,2202.95,44.06
2026-06-04,service-7,service-8,internet-egress,2126.38,95.69
2026-06-04,service-8,service-9,VPC-peering,592.47,5.92
2026-06-04,service-9,service-10,cross-AZ,2097.61,20.98
2026-06-04,service-10,service-11,cross-region,520.42,10.41
2026-06-04,service-11,service-12,internet-egress,2172.89,97.78
2026-06-04,service-12,service-1,VPC-peering,1948.77,19.49
2026-06-04,service-1,service-2,cross-AZ,1467.67,14.68
2026-06-04,service-2,service-3,cross-region,1641.33,32.83
2026-06-04,service-3,service-4,internet-egress,349.79,15.74
2026-06-04,service-4,service-5,VPC-peering,195.72,1.96
2026-06-04,service-5,service-6,cross-AZ,893.55,8.94
2026-06-04,service-6,service-7,cross-region,2071.37,41.43
2026-06-04,service-7,service-8,internet-egress,1217.89,54.8
2026-06-04,service-8,service-9,VPC-peering,636.15,6.36
2026-06-05,service-1,service-2,cross-AZ,2102.92,21.03
2026-06-05,service-2,service-3,cross-region,648.71,12.97
2026-06-05,service-3,service-4,internet-egress,2057.18,92.57
2026-06-05,service-4,service-5,VPC-peering,1187.15,11.87
2026-06-05,service-5,service-6,cross-AZ,1212.39,12.12
2026-06-05,service-6,service-7,cross-region,754.53,15.09
2026-06-05,service-7,service-8,internet-egress,2260.42,101.72
2026-06-05,service-8,service-9,VPC-peering,313.08,3.13
2026-06-05,service-9,service-10,cross-AZ,446.58,4.47
2026-06-05,service-10,service-11,cross-region,1626.12,32.52
2026-06-05,service-11,service-12,internet-egress,2140.28,96.31
2026-06-05,service-12,service-1,VPC-peering,329.08,3.29
2026-06-05,service-1,service-2,cross-AZ,1861.01,18.61
2026-06-05,service-2,service-3,cross-region,1882.03,37.64
2026-06-05,service-3,service-4,internet-egress,1495.65,67.3
2026-06-05,service-4,service-5,VPC-peering,1268.15,12.68
2026-06-05,service-5,service-6,cross-AZ,870.61,8.71
2026-06-05,service-6,service-7,cross-region,943.51,18.87
2026-06-05,service-7,service-8,internet-egress,1718.64,77.34
2026-06-05,service-8,service-9,VPC-peering,256.69,2.57
2026-06-06,service-1,service-2,cross-AZ,1503.84,15.04
2026-06-06,service-2,service-3,cross-region,768.96,15.38
2026-06-06,service-3,service-4,internet-egress,1219.85,54.89
2026-06-06,service-4,service-5,VPC-peering,1441.55,14.42
2026-06-06,service-5,service-6,cross-AZ,2225.58,22.26
2026-06-06,service-6,service-7,cross-region,1489.78,29.8
2026-06-06,service-7,service-8,internet-egress,645.18,29.03
2026-06-06,service-8,service-9,VPC-peering,290.7,2.91
2026-06-06,service-9,service-10,cross-AZ,1604.77,16.05
2026-06-06,service-10,service-11,cross-region,1408.12,28.16
2026-06-06,service-11,service-12,internet-egress,1712.31,77.05
2026-06-06,service-12,service-1,VPC-peering,1202.55,12.03
2026-06-06,service-1,service-2,cross-AZ,2080.3,20.8
2026-06-06,service-2,service-3,cross-region,2308.43,46.17
2026-06-06,service-3,service-4,internet-egress,196.01,8.82
2026-06-06,service-4,service-5,VPC-peering,1885.81,18.86
2026-06-06,service-5,service-6,cross-AZ,184.39,1.84
2026-06-06,service-6,service-7,cross-region,1168.23,23.36
2026-06-06,service-7,service-8,internet-egress,1207.85,54.35
2026-06-06,service-8,service-9,VPC-peering,1770.92,17.71
2026-06-07,service-1,service-2,cross-AZ,945.77,9.46
2026-06-07,service-2,service-3,cross-region,2070.16,41.4
2026-06-07,service-3,service-4,internet-egress,922.87,41.53
2026-06-07,service-4,service-5,VPC-peering,922.04,9.22
2026-06-07,service-5,service-6,cross-AZ,634.63,6.35
2026-06-07,service-6,service-7,cross-region,1741.29,34.83
2026-06-07,service-7,service-8,internet-egress,283.81,12.77
2026-06-07,service-8,service-9,VPC-peering,971.33,9.71
2026-06-07,service-9,service-10,cross-AZ,740.54,7.41
2026-06-07,service-10,service-11,cross-region,650.41,13.01
2026-06-07,service-11,service-12,internet-egress,246.36,11.09
2026-06-07,service-12,service-1,VPC-peering,556.92,5.57
2026-06-07,service-1,service-2,cross-AZ,1170.99,11.71
2026-06-07,service-2,service-3,cross-region,1308.98,26.18
2026-06-07,service-3,service-4,internet-egress,746.81,33.61
2026-06-07,service-4,service-5,VPC-peering,1660.58,16.61
2026-06-07,service-5,service-6,cross-AZ,905.9,9.06
2026-06-07,service-6,service-7,cross-region,981.39,19.63
2026-06-07,service-7,service-8,internet-egress,1978.3,89.02
2026-06-07,service-8,service-9,VPC-peering,1424.72,14.25
2026-06-08,service-1,service-2,cross-AZ,2387.62,23.88
2026-06-08,service-2,service-3,cross-region,962.32,19.25
2026-06-08,service-3,service-4,internet-egress,2086.82,93.91
2026-06-08,service-4,service-5,VPC-peering,1872.01,18.72
2026-06-08,service-5,service-6,cross-AZ,2236.45,22.36
2026-06-08,service-6,service-7,cross-region,2396.3,47.93
2026-06-08,service-7,service-8,internet-egress,118.42,5.33
2026-06-08,service-8,service-9,VPC-peering,311.91,3.12
2026-06-08,service-9,service-10,cross-AZ,1718.41,17.18
2026-06-08,service-10,service-11,cross-region,1036.48,20.73
2026-06-08,service-11,service-12,internet-egress,2065.9,92.97
2026-06-08,service-12,service-1,VPC-peering,128.75,1.29
2026-06-08,service-1,service-2,cross-AZ,2036.75,20.37
2026-06-08,service-2,service-3,cross-region,424.58,8.49
2026-06-08,service-3,service-4,internet-egress,796.6,35.85
2026-06-08,service-4,service-5,VPC-peering,2425.79,24.26
2026-06-08,service-5,service-6,cross-AZ,223.84,2.24
2026-06-08,service-6,service-7,cross-region,937.7,18.75
2026-06-08,service-7,service-8,internet-egress,302.87,13.63
2026-06-08,service-8,service-9,VPC-peering,2148.65,21.49
2026-06-09,service-1,service-2,cross-AZ,1787.24,17.87
2026-06-09,service-2,service-3,cross-region,2020.81,40.42
2026-06-09,service-3,service-4,internet-egress,1365.47,61.45
2026-06-09,service-4,service-5,VPC-peering,958.53,9.59
2026-06-09,service-5,service-6,cross-AZ,105.46,1.05
2026-06-09,service-6,service-7,cross-region,767.03,15.34
2026-06-09,service-7,service-8,internet-egress,1334.93,60.07
2026-06-09,service-8,service-9,VPC-peering,1694.47,16.94
2026-06-09,service-9,service-10,cross-AZ,649.45,6.49
2026-06-09,service-10,service-11,cross-region,433.36,8.67
2026-06-09,service-11,service-12,internet-egress,583.88,26.27
2026-06-09,service-12,service-1,VPC-peering,949.78,9.5
2026-06-09,service-1,service-2,cross-AZ,456.11,4.56
2026-06-09,service-2,service-3,cross-region,476.36,9.53
2026-06-09,service-3,service-4,internet-egress,205.0,9.23
2026-06-09,service-4,service-5,VPC-peering,2156.14,21.56
2026-06-09,service-5,service-6,cross-AZ,627.42,6.27
2026-06-09,service-6,service-7,cross-region,2072.57,41.45
2026-06-09,service-7,service-8,internet-egress,1151.94,51.84
2026-06-09,service-8,service-9,VPC-peering,1617.85,16.18
2026-06-10,service-1,service-2,cross-AZ,281.69,2.82
2026-06-10,service-2,service-3,cross-region,1500.59,30.01
2026-06-10,service-3,service-4,internet-egress,795.99,35.82
2026-06-10,service-4,service-5,VPC-peering,328.5,3.29
2026-06-10,service-5,service-6,cross-AZ,2279.76,22.8
2026-06-10,service-6,service-7,cross-region,1548.71,30.97
2026-06-10,service-7,service-8,internet-egress,680.1,30.6
2026-06-10,service-8,service-9,VPC-peering,1107.16,11.07
2026-06-10,service-9,service-10,cross-AZ,956.56,9.57
2026-06-10,service-10,service-11,cross-region,1781.39,35.63
2026-06-10,service-11,service-12,internet-egress,1557.84,70.1
2026-06-10,service-12,service-1,VPC-peering,147.48,1.47
2026-06-10,service-1,service-2,cross-AZ,574.78,5.75
2026-06-10,service-2,service-3,cross-region,1247.51,24.95
2026-06-10,service-3,service-4,internet-egress,1169.17,52.61
2026-06-10,service-4,service-5,VPC-peering,1340.02,13.4
2026-06-10,service-5,service-6,cross-AZ,1815.55,18.16
2026-06-10,service-6,service-7,cross-region,1736.82,34.74
2026-06-10,service-7,service-8,internet-egress,994.75,44.76
2026-06-10,service-8,service-9,VPC-peering,2206.2,22.06
2026-06-11,service-1,service-2,cross-AZ,251.04,2.51
2026-06-11,service-2,service-3,cross-region,1502.82,30.06
2026-06-11,service-3,service-4,internet-egress,2379.25,107.07
2026-06-11,service-4,service-5,VPC-peering,1417.8,14.18
2026-06-11,service-5,service-6,cross-AZ,1192.26,11.92
2026-06-11,service-6,service-7,cross-region,421.4,8.43
2026-06-11,service-7,service-8,internet-egress,2044.45,92.0
2026-06-11,service-8,service-9,VPC-peering,997.11,9.97
2026-06-11,service-9,service-10,cross-AZ,1782.99,17.83
2026-06-11,service-10,service-11,cross-region,574.11,11.48
2026-06-11,service-11,service-12,internet-egress,200.47,9.02
2026-06-11,service-12,service-1,VPC-peering,833.12,8.33
2026-06-11,service-1,service-2,cross-AZ,775.39,7.75
2026-06-11,service-2,service-3,cross-region,2196.34,43.93
2026-06-11,service-3,service-4,internet-egress,2175.22,97.88
2026-06-11,service-4,service-5,VPC-peering,1381.35,13.81
2026-06-11,service-5,service-6,cross-AZ,145.6,1.46
2026-06-11,service-6,service-7,cross-region,647.98,12.96
2026-06-11,service-7,service-8,internet-egress,1633.63,73.51
2026-06-11,service-8,service-9,VPC-peering,343.38,3.43
2026-06-12,service-1,service-2,cross-AZ,1781.49,17.81
2026-06-12,service-2,service-3,cross-region,128.71,2.57
2026-06-12,service-3,service-4,internet-egress,1738.09,78.21
