resource_id,resource_type,required_tags,missing_tags,compliance_status
res-01027,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01028,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01029,EKS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01030,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01031,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01032,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01033,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01034,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01035,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01036,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01037,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01038,ALB,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01039,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01040,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01041,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01042,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01043,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01044,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01045,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01046,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01047,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01048,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01049,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01050,ALB,"business_unit,product,environment,cost_centre,team,service","environment,service",NON_COMPLIANT
res-01051,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01052,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01053,EKS,"business_unit,product,environment,cost_centre,team,service","cost_centre,environment",NON_COMPLIANT
res-01054,SQS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01055,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01056,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01057,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01058,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01059,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01060,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01061,EFS,"business_unit,product,environment,cost_centre,team,service","business_unit,product",NON_COMPLIANT
res-01062,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01063,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01064,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01065,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01066,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01067,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01068,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01069,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01070,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01071,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01072,EBS,"business_unit,product,environment,cost_centre,team,service","business_unit,team",NON_COMPLIANT
res-01073,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01074,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01075,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01076,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01077,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01078,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01079,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01080,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01081,EC2,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01082,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01083,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01084,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01085,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01086,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01087,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01088,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01089,EKS,"business_unit,product,environment,cost_centre,team,service","business_unit,product",NON_COMPLIANT
res-01090,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01091,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01092,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01093,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01094,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01095,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01096,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01097,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01098,ALB,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01099,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01100,Lambda,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01101,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01102,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01103,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01104,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01105,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01106,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01107,S3,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01108,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01109,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01110,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01111,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01112,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01113,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01114,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01115,CloudWatch,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01116,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01117,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01118,RDS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01119,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01120,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01121,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01122,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01123,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01124,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01125,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01126,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01127,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01128,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01129,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01130,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01131,S3,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01132,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01133,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01134,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01135,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01136,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01137,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01138,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01139,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01140,SageMaker,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01141,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01142,RDS,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-01143,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01144,EBS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01145,EFS,"business_unit,product,environment,cost_centre,team,service","business_unit,product",NON_COMPLIANT
res-01146,ALB,"business_unit,product,environment,cost_centre,team,service","business_unit,environment",NON_COMPLIANT
res-01147,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01148,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01149,EKS,"business_unit,product,environment,cost_centre,team,service","cost_centre,service",NON_COMPLIANT
res-01150,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01151,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01152,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01153,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01154,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01155,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01156,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01157,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01158,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01159,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01160,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01161,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01162,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01163,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01164,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01165,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01166,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01167,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01168,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01169,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01170,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01171,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01172,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01173,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01174,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01175,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01176,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01177,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01178,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01179,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01180,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01181,EFS,"business_unit,product,environment,cost_centre,team,service","cost_centre,service",NON_COMPLIANT
res-01182,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01183,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01184,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01185,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01186,SQS,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-01187,CloudWatch,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01188,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01189,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01190,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01191,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01192,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01193,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01194,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01195,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01196,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01197,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01198,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01199,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01200,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01201,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01202,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01203,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01204,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01205,EFS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01206,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01207,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01208,Lambda,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01209,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01210,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01211,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01212,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01213,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01214,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01215,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01216,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01217,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01218,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01219,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01220,Lambda,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01221,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01222,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01223,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01224,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01225,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01226,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01227,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01228,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01229,EFS,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-01230,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01231,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01232,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01233,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01234,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01235,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01236,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01237,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01238,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01239,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01240,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01241,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01242,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01243,NAT Gateway,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-01244,Lambda,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01245,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01246,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01247,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01248,SageMaker,"business_unit,product,environment,cost_centre,team,service","business_unit,cost_centre",NON_COMPLIANT
res-01249,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01250,RDS,"business_unit,product,environment,cost_centre,team,service","cost_centre,service",NON_COMPLIANT
res-01251,S3,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01252,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01253,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01254,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01255,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01256,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01257,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01258,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01259,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01260,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01261,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01262,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01263,S3,"business_unit,product,environment,cost_centre,team,service","cost_centre,environment",NON_COMPLIANT
res-01264,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01265,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01266,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01267,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01268,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01269,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01270,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01271,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01272,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01273,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01274,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01275,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01276,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01277,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01278,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01279,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01280,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01281,EKS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01282,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01283,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01284,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01285,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01286,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01287,S3,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01288,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01289,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01290,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01291,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01292,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01293,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01294,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01295,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01296,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01297,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01298,RDS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01299,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01300,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01301,EFS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01302,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01303,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01304,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01305,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01306,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01307,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01308,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01309,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01310,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01311,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01312,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01313,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01314,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01315,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01316,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01317,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01318,SQS,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-01319,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01320,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01321,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01322,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01323,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01324,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01325,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01326,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01327,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01328,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01329,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01330,SQS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01331,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01332,SageMaker,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01333,EC2,"business_unit,product,environment,cost_centre,team,service","business_unit,team",NON_COMPLIANT
res-01334,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01335,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01336,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01337,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01338,ALB,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01339,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01340,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01341,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01342,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01343,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01344,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01345,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01346,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01347,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01348,EBS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01349,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01350,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01351,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01352,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01353,EKS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01354,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01355,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01356,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01357,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01358,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01359,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01360,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01361,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01362,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01363,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01364,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01365,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01366,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01367,CloudWatch,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-01368,SageMaker,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
