instance_id,type,avg_cpu,max_cpu,avg_mem,hours_running,month,environment,team
i-0174,c5.xlarge,36.82,92.06,61.63,720,2026-01,staging,product-engineering
i-0174,c5.xlarge,63.0,89.84,71.66,720,2026-02,staging,product-engineering
i-0174,c5.xlarge,70.3,94.02,57.56,720,2026-03,staging,product-engineering
i-0174,c5.xlarge,73.01,86.7,42.83,720,2026-04,staging,product-engineering
i-0174,c5.xlarge,62.27,85.6,76.23,720,2026-05,staging,product-engineering
i-0174,c5.xlarge,49.92,82.55,40.49,720,2026-06,staging,product-engineering
i-0175,c5.2xlarge,48.28,66.87,60.87,720,2026-01,development,lending-backend
i-0175,c5.2xlarge,67.7,71.19,61.1,720,2026-02,development,lending-backend
i-0175,c5.2xlarge,43.16,68.62,60.44,720,2026-03,development,lending-backend
i-0175,c5.2xlarge,38.17,82.62,41.25,720,2026-04,development,lending-backend
i-0175,c5.2xlarge,39.27,81.5,63.66,720,2026-05,development,lending-backend
i-0175,c5.2xlarge,36.16,82.2,73.54,720,2026-06,development,lending-backend
i-0176,t3.large,63.89,68.94,63.7,720,2026-01,sandbox,platform-infra
i-0176,t3.large,61.89,66.12,74.21,720,2026-02,sandbox,platform-infra
i-0176,t3.large,71.25,90.51,72.99,720,2026-03,sandbox,platform-infra
i-0176,t3.large,64.8,84.0,67.15,720,2026-04,sandbox,platform-infra
i-0176,t3.large,67.26,84.87,53.11,720,2026-05,sandbox,platform-infra
i-0176,t3.large,50.04,91.91,40.68,720,2026-06,sandbox,platform-infra
i-0177,m5.xlarge,62.95,93.64,68.25,720,2026-01,production,data-engineering
i-0177,m5.xlarge,74.76,85.63,41.37,720,2026-02,production,data-engineering
i-0177,m5.xlarge,68.08,73.54,57.84,720,2026-03,production,data-engineering
i-0177,m5.xlarge,47.48,73.06,57.26,720,2026-04,production,data-engineering
i-0177,m5.xlarge,50.15,84.0,72.53,720,2026-05,production,data-engineering
i-0177,m5.xlarge,46.88,71.41,66.68,720,2026-06,production,data-engineering
i-0178,m5.large,61.81,92.03,40.64,720,2026-01,staging,payments
i-0178,m5.large,69.12,80.63,64.85,720,2026-02,staging,payments
i-0178,m5.large,38.65,77.98,49.09,720,2026-03,staging,payments
i-0178,m5.large,45.17,80.12,72.5,720,2026-04,staging,payments
i-0178,m5.large,64.75,82.73,61.58,720,2026-05,staging,payments
i-0178,m5.large,52.09,94.18,62.41,720,2026-06,staging,payments
i-0179,m5.2xlarge,45.16,71.9,64.45,720,2026-01,development,risk-engineering
i-0179,m5.2xlarge,55.91,65.23,73.2,720,2026-02,development,risk-engineering
i-0179,m5.2xlarge,63.16,84.85,42.75,720,2026-03,development,risk-engineering
i-0179,m5.2xlarge,49.48,93.06,74.5,720,2026-04,development,risk-engineering
i-0179,m5.2xlarge,46.42,69.71,57.96,720,2026-05,development,risk-engineering
i-0179,m5.2xlarge,49.23,85.47,78.66,720,2026-06,development,risk-engineering
i-0180,r5.xlarge,49.52,66.87,75.9,720,2026-01,sandbox,product-engineering
i-0180,r5.xlarge,36.52,93.58,66.58,720,2026-02,sandbox,product-engineering
i-0180,r5.xlarge,72.67,70.99,41.63,720,2026-03,sandbox,product-engineering
i-0180,r5.xlarge,54.53,78.52,53.26,720,2026-04,sandbox,product-engineering
i-0180,r5.xlarge,73.31,89.68,66.46,720,2026-05,sandbox,product-engineering
i-0180,r5.xlarge,41.51,87.03,69.08,720,2026-06,sandbox,product-engineering
i-0181,r5.2xlarge,52.0,92.74,46.68,720,2026-01,production,lending-backend
i-0181,r5.2xlarge,45.69,66.9,71.82,720,2026-02,production,lending-backend
i-0181,r5.2xlarge,59.87,74.45,46.55,720,2026-03,production,lending-backend
i-0181,r5.2xlarge,36.61,70.0,58.13,720,2026-04,production,lending-backend
i-0181,r5.2xlarge,44.89,72.77,75.02,720,2026-05,production,lending-backend
i-0181,r5.2xlarge,55.61,86.88,41.43,720,2026-06,production,lending-backend
i-0182,c5.xlarge,49.61,79.38,47.46,720,2026-01,staging,platform-infra
i-0182,c5.xlarge,39.81,91.11,77.58,720,2026-02,staging,platform-infra
i-0182,c5.xlarge,38.15,75.47,78.33,720,2026-03,staging,platform-infra
i-0182,c5.xlarge,38.33,84.31,78.89,720,2026-04,staging,platform-infra
i-0182,c5.xlarge,74.13,79.14,46.51,720,2026-05,staging,platform-infra
i-0182,c5.xlarge,43.08,91.69,76.47,720,2026-06,staging,platform-infra
i-0183,c5.2xlarge,59.32,87.99,69.6,720,2026-01,development,data-engineering
i-0183,c5.2xlarge,61.47,89.82,67.42,720,2026-02,development,data-engineering
i-0183,c5.2xlarge,56.36,72.11,69.76,720,2026-03,development,data-engineering
i-0183,c5.2xlarge,53.94,73.84,72.08,720,2026-04,development,data-engineering
i-0183,c5.2xlarge,62.87,93.12,46.62,720,2026-05,development,data-engineering
i-0183,c5.2xlarge,60.97,72.33,76.14,720,2026-06,development,data-engineering
i-0184,t3.large,38.98,84.68,71.64,720,2026-01,sandbox,payments
i-0184,t3.large,49.2,93.62,74.03,720,2026-02,sandbox,payments
i-0184,t3.large,46.78,65.23,51.87,720,2026-03,sandbox,payments
i-0184,t3.large,46.25,91.7,78.68,720,2026-04,sandbox,payments
i-0184,t3.large,37.82,79.14,61.93,720,2026-05,sandbox,payments
i-0184,t3.large,38.72,76.32,52.68,720,2026-06,sandbox,payments
i-0185,m5.xlarge,56.44,84.84,68.14,720,2026-01,production,risk-engineering
i-0185,m5.xlarge,40.47,89.39,67.14,720,2026-02,production,risk-engineering
i-0185,m5.xlarge,70.56,78.48,75.76,720,2026-03,production,risk-engineering
i-0185,m5.xlarge,69.63,78.15,55.25,720,2026-04,production,risk-engineering
i-0185,m5.xlarge,72.31,86.45,77.13,720,2026-05,production,risk-engineering
i-0185,m5.xlarge,66.88,83.28,44.63,720,2026-06,production,risk-engineering
i-0186,m5.large,46.66,94.07,52.78,720,2026-01,staging,product-engineering
i-0186,m5.large,38.73,86.23,69.36,720,2026-02,staging,product-engineering
i-0186,m5.large,46.42,73.93,58.76,720,2026-03,staging,product-engineering
i-0186,m5.large,35.87,88.68,52.68,720,2026-04,staging,product-engineering
i-0186,m5.large,69.15,89.08,66.46,720,2026-05,staging,product-engineering
i-0186,m5.large,47.99,80.49,57.79,720,2026-06,staging,product-engineering
i-0187,m5.2xlarge,48.56,90.44,59.34,720,2026-01,development,lending-backend
i-0187,m5.2xlarge,68.31,68.16,45.64,720,2026-02,development,lending-backend
i-0187,m5.2xlarge,74.09,82.63,60.39,720,2026-03,development,lending-backend
i-0187,m5.2xlarge,55.93,71.46,68.75,720,2026-04,development,lending-backend
i-0187,m5.2xlarge,38.39,82.2,62.83,720,2026-05,development,lending-backend
i-0187,m5.2xlarge,71.57,80.79,45.48,720,2026-06,development,lending-backend
i-0188,r5.xlarge,57.91,67.74,48.15,720,2026-01,sandbox,platform-infra
i-0188,r5.xlarge,36.24,80.4,43.38,720,2026-02,sandbox,platform-infra
i-0188,r5.xlarge,53.78,92.99,68.79,720,2026-03,sandbox,platform-infra
i-0188,r5.xlarge,38.1,71.73,66.95,720,2026-04,sandbox,platform-infra
i-0188,r5.xlarge,70.79,65.99,72.5,720,2026-05,sandbox,platform-infra
i-0188,r5.xlarge,57.47,81.38,78.31,720,2026-06,sandbox,platform-infra
i-0189,r5.2xlarge,64.91,90.5,54.16,720,2026-01,production,data-engineering
i-0189,r5.2xlarge,57.17,83.46,52.86,720,2026-02,production,data-engineering
i-0189,r5.2xlarge,57.81,72.1,45.74,720,2026-03,production,data-engineering
i-0189,r5.2xlarge,49.96,87.18,76.65,720,2026-04,production,data-engineering
i-0189,r5.2xlarge,53.31,84.28,44.12,720,2026-05,production,data-engineering
i-0189,r5.2xlarge,71.18,82.06,71.21,720,2026-06,production,data-engineering
i-0190,c5.xlarge,66.78,72.69,61.17,720,2026-01,staging,payments
i-0190,c5.xlarge,73.42,67.69,67.32,720,2026-02,staging,payments
i-0190,c5.xlarge,73.49,74.02,74.46,720,2026-03,staging,payments
i-0190,c5.xlarge,72.35,87.41,49.25,720,2026-04,staging,payments
i-0190,c5.xlarge,48.36,66.07,73.26,720,2026-05,staging,payments
i-0190,c5.xlarge,68.98,83.98,54.1,720,2026-06,staging,payments
i-0191,c5.2xlarge,38.07,87.59,69.06,720,2026-01,development,risk-engineering
i-0191,c5.2xlarge,71.5,86.92,73.15,720,2026-02,development,risk-engineering
i-0191,c5.2xlarge,64.84,83.92,57.08,720,2026-03,development,risk-engineering
i-0191,c5.2xlarge,71.08,84.53,55.93,720,2026-04,development,risk-engineering
i-0191,c5.2xlarge,38.34,73.72,61.75,720,2026-05,development,risk-engineering
i-0191,c5.2xlarge,46.03,71.64,61.1,720,2026-06,development,risk-engineering
i-0192,t3.large,41.79,89.01,59.37,720,2026-01,sandbox,product-engineering
i-0192,t3.large,57.95,69.42,52.98,720,2026-02,sandbox,product-engineering
i-0192,t3.large,51.4,89.25,70.81,720,2026-03,sandbox,product-engineering
i-0192,t3.large,43.92,83.49,49.74,720,2026-04,sandbox,product-engineering
i-0192,t3.large,74.53,93.56,62.53,720,2026-05,sandbox,product-engineering
i-0192,t3.large,62.96,89.04,68.84,720,2026-06,sandbox,product-engineering
i-0193,m5.xlarge,62.99,93.76,63.86,720,2026-01,production,lending-backend
i-0193,m5.xlarge,60.45,90.48,66.8,720,2026-02,production,lending-backend
i-0193,m5.xlarge,64.32,72.03,54.85,720,2026-03,production,lending-backend
i-0193,m5.xlarge,40.89,80.17,58.23,720,2026-04,production,lending-backend
i-0193,m5.xlarge,74.89,83.34,71.46,720,2026-05,production,lending-backend
i-0193,m5.xlarge,48.36,89.95,64.6,720,2026-06,production,lending-backend
i-0194,m5.large,62.88,73.83,61.95,720,2026-01,staging,platform-infra
i-0194,m5.large,60.36,82.67,76.61,720,2026-02,staging,platform-infra
i-0194,m5.large,70.93,94.13,66.7,720,2026-03,staging,platform-infra
i-0194,m5.large,73.88,89.97,50.83,720,2026-04,staging,platform-infra
i-0194,m5.large,52.1,72.15,40.17,720,2026-05,staging,platform-infra
i-0194,m5.large,42.52,65.12,68.79,720,2026-06,staging,platform-infra
i-0195,m5.2xlarge,52.02,74.38,70.47,720,2026-01,development,data-engineering
i-0195,m5.2xlarge,68.3,94.26,65.68,720,2026-02,development,data-engineering
i-0195,m5.2xlarge,53.46,74.16,48.89,720,2026-03,development,data-engineering
i-0195,m5.2xlarge,43.52,77.28,79.67,720,2026-04,development,data-engineering
i-0195,m5.2xlarge,35.03,70.92,47.54,720,2026-05,development,data-engineering
i-0195,m5.2xlarge,63.68,75.57,58.29,720,2026-06,development,data-engineering
i-0196,r5.xlarge,40.94,77.15,44.13,720,2026-01,sandbox,payments
i-0196,r5.xlarge,56.32,67.94,71.62,720,2026-02,sandbox,payments
i-0196,r5.xlarge,57.66,86.72,56.74,720,2026-03,sandbox,payments
i-0196,r5.xlarge,50.26,67.95,60.95,720,2026-04,sandbox,payments
i-0196,r5.xlarge,55.58,79.04,69.62,720,2026-05,sandbox,payments
i-0196,r5.xlarge,68.3,87.52,45.75,720,2026-06,sandbox,payments
i-0197,r5.2xlarge,59.88,67.41,67.78,720,2026-01,production,risk-engineering
i-0197,r5.2xlarge,50.27,68.97,74.48,720,2026-02,production,risk-engineering
i-0197,r5.2xlarge,59.56,75.64,41.23,720,2026-03,production,risk-engineering
i-0197,r5.2xlarge,56.49,92.7,63.86,720,2026-04,production,risk-engineering
i-0197,r5.2xlarge,73.87,69.09,62.73,720,2026-05,production,risk-engineering
i-0197,r5.2xlarge,66.93,80.77,43.64,720,2026-06,production,risk-engineering
i-0198,c5.xlarge,58.32,83.35,69.15,720,2026-01,staging,product-engineering
i-0198,c5.xlarge,65.45,88.12,66.54,720,2026-02,staging,product-engineering
i-0198,c5.xlarge,43.63,77.13,71.05,720,2026-03,staging,product-engineering
i-0198,c5.xlarge,73.14,67.37,61.42,720,2026-04,staging,product-engineering
i-0198,c5.xlarge,47.5,71.76,60.23,720,2026-05,staging,product-engineering
i-0198,c5.xlarge,59.24,65.29,71.21,720,2026-06,staging,product-engineering
i-0199,c5.2xlarge,67.8,93.97,47.23,720,2026-01,development,lending-backend
i-0199,c5.2xlarge,58.78,77.8,53.39,720,2026-02,development,lending-backend
i-0199,c5.2xlarge,57.63,88.47,40.92,720,2026-03,development,lending-backend
i-0199,c5.2xlarge,73.78,89.3,70.05,720,2026-04,development,lending-backend
i-0199,c5.2xlarge,65.42,76.67,70.06,720,2026-05,development,lending-backend
i-0199,c5.2xlarge,50.47,91.96,47.09,720,2026-06,development,lending-backend
i-0200,t3.large,46.69,81.54,52.77,720,2026-01,sandbox,platform-infra
i-0200,t3.large,51.97,79.77,74.25,720,2026-02,sandbox,platform-infra
i-0200,t3.large,55.93,75.87,49.91,720,2026-03,sandbox,platform-infra
i-0200,t3.large,51.35,80.47,69.84,720,2026-04,sandbox,platform-infra
i-0200,t3.large,39.84,71.65,55.19,720,2026-05,sandbox,platform-infra
i-0200,t3.large,49.42,76.75,71.74,720,2026-06,sandbox,platform-infra
i-0201,m5.xlarge,47.97,80.06,64.96,720,2026-01,production,data-engineering
i-0201,m5.xlarge,44.29,86.56,61.88,720,2026-02,production,data-engineering
i-0201,m5.xlarge,52.87,89.29,49.74,720,2026-03,production,data-engineering
i-0201,m5.xlarge,70.33,81.83,64.37,720,2026-04,production,data-engineering
i-0201,m5.xlarge,70.0,89.53,64.06,720,2026-05,production,data-engineering
i-0201,m5.xlarge,65.13,78.0,61.9,720,2026-06,production,data-engineering
i-0202,m5.large,37.48,67.7,73.18,720,2026-01,staging,payments
i-0202,m5.large,37.39,70.08,71.83,720,2026-02,staging,payments
i-0202,m5.large,35.05,73.47,63.36,720,2026-03,staging,payments
i-0202,m5.large,58.82,88.31,60.24,720,2026-04,staging,payments
i-0202,m5.large,55.38,86.76,59.94,720,2026-05,staging,payments
i-0202,m5.large,59.34,91.93,56.06,720,2026-06,staging,payments
i-0203,m5.2xlarge,50.41,65.11,64.54,720,2026-01,development,risk-engineering
i-0203,m5.2xlarge,36.19,80.12,72.17,720,2026-02,development,risk-engineering
i-0203,m5.2xlarge,57.0,73.09,71.45,720,2026-03,development,risk-engineering
i-0203,m5.2xlarge,45.79,86.99,64.41,720,2026-04,development,risk-engineering
i-0203,m5.2xlarge,41.8,92.15,48.03,720,2026-05,development,risk-engineering
i-0203,m5.2xlarge,74.58,65.22,50.54,720,2026-06,development,risk-engineering
i-0204,r5.xlarge,42.99,65.42,69.29,720,2026-01,sandbox,product-engineering
i-0204,r5.xlarge,62.74,88.77,50.27,720,2026-02,sandbox,product-engineering
i-0204,r5.xlarge,52.77,84.77,57.59,720,2026-03,sandbox,product-engineering
i-0204,r5.xlarge,62.89,84.02,44.59,720,2026-04,sandbox,product-engineering
i-0204,r5.xlarge,66.24,86.62,66.23,720,2026-05,sandbox,product-engineering
i-0204,r5.xlarge,41.2,73.04,55.73,720,2026-06,sandbox,product-engineering
i-0205,r5.2xlarge,46.2,71.83,72.21,720,2026-01,production,lending-backend
i-0205,r5.2xlarge,60.53,81.96,49.04,720,2026-02,production,lending-backend
i-0205,r5.2xlarge,71.72,70.74,71.8,720,2026-03,production,lending-backend
i-0205,r5.2xlarge,73.67,86.81,79.71,720,2026-04,production,lending-backend
i-0205,r5.2xlarge,61.04,71.52,48.15,720,2026-05,production,lending-backend
i-0205,r5.2xlarge,47.98,65.21,67.27,720,2026-06,production,lending-backend
i-0206,c5.xlarge,45.75,89.46,54.37,720,2026-01,staging,platform-infra
i-0206,c5.xlarge,54.2,93.97,49.69,720,2026-02,staging,platform-infra
i-0206,c5.xlarge,63.85,87.65,48.84,720,2026-03,staging,platform-infra
i-0206,c5.xlarge,55.04,75.51,70.88,720,2026-04,staging,platform-infra
i-0206,c5.xlarge,59.9,79.28,71.17,720,2026-05,staging,platform-infra
i-0206,c5.xlarge,44.41,87.61,74.61,720,2026-06,staging,platform-infra
i-0207,c5.2xlarge,70.14,88.51,56.32,720,2026-01,development,data-engineering
i-0207,c5.2xlarge,74.27,76.39,65.55,720,2026-02,development,data-engineering
i-0207,c5.2xlarge,41.44,94.41,68.16,720,2026-03,development,data-engineering
i-0207,c5.2xlarge,65.14,66.97,70.54,720,2026-04,development,data-engineering
i-0207,c5.2xlarge,65.99,85.15,51.68,720,2026-05,development,data-engineering
i-0207,c5.2xlarge,54.59,68.31,58.86,720,2026-06,development,data-engineering
i-0208,t3.large,44.75,75.47,46.5,720,2026-01,sandbox,payments
i-0208,t3.large,44.2,67.3,76.8,720,2026-02,sandbox,payments
i-0208,t3.large,56.22,76.9,61.4,720,2026-03,sandbox,payments
i-0208,t3.large,60.13,92.66,47.15,720,2026-04,sandbox,payments
i-0208,t3.large,46.82,94.27,54.85,720,2026-05,sandbox,payments
i-0208,t3.large,35.9,69.43,41.05,720,2026-06,sandbox,payments
i-0209,m5.xlarge,74.6,73.37,76.94,720,2026-01,production,risk-engineering
i-0209,m5.xlarge,74.84,83.0,41.33,720,2026-02,production,risk-engineering
i-0209,m5.xlarge,38.26,79.45,56.25,720,2026-03,production,risk-engineering
i-0209,m5.xlarge,59.25,78.17,77.36,720,2026-04,production,risk-engineering
i-0209,m5.xlarge,56.39,85.81,75.86,720,2026-05,production,risk-engineering
i-0209,m5.xlarge,40.87,71.89,44.29,720,2026-06,production,risk-engineering
i-0210,m5.large,40.59,80.38,52.85,720,2026-01,staging,product-engineering
i-0210,m5.large,51.93,94.47,46.27,720,2026-02,staging,product-engineering
i-0210,m5.large,56.63,67.97,52.74,720,2026-03,staging,product-engineering
i-0210,m5.large,56.1,93.4,55.65,720,2026-04,staging,product-engineering
i-0210,m5.large,37.6,76.64,45.83,720,2026-05,staging,product-engineering
i-0210,m5.large,44.2,83.54,42.7,720,2026-06,staging,product-engineering
i-0211,m5.2xlarge,53.59,83.28,56.87,720,2026-01,development,lending-backend
i-0211,m5.2xlarge,35.77,94.57,54.68,720,2026-02,development,lending-backend
i-0211,m5.2xlarge,66.14,74.77,59.0,720,2026-03,development,lending-backend
i-0211,m5.2xlarge,50.54,75.28,40.87,720,2026-04,development,lending-backend
i-0211,m5.2xlarge,49.4,91.68,67.62,720,2026-05,development,lending-backend
i-0211,m5.2xlarge,40.82,82.73,75.69,720,2026-06,development,lending-backend
i-0212,r5.xlarge,63.0,69.46,74.71,720,2026-01,sandbox,platform-infra
i-0212,r5.xlarge,47.06,78.62,61.05,720,2026-02,sandbox,platform-infra
i-0212,r5.xlarge,69.02,92.95,77.19,720,2026-03,sandbox,platform-infra
i-0212,r5.xlarge,35.32,92.66,42.18,720,2026-04,sandbox,platform-infra
i-0212,r5.xlarge,45.63,80.45,59.2,720,2026-05,sandbox,platform-infra
i-0212,r5.xlarge,59.19,79.38,77.38,720,2026-06,sandbox,platform-infra
i-0213,r5.2xlarge,44.62,73.22,76.83,720,2026-01,production,data-engineering
i-0213,r5.2xlarge,38.07,83.29,67.27,720,2026-02,production,data-engineering
i-0213,r5.2xlarge,55.22,85.83,46.91,720,2026-03,production,data-engineering
i-0213,r5.2xlarge,69.11,69.2,56.03,720,2026-04,production,data-engineering
i-0213,r5.2xlarge,38.01,81.36,66.79,720,2026-05,production,data-engineering
i-0213,r5.2xlarge,72.65,87.18,61.64,720,2026-06,production,data-engineering
i-0214,c5.xlarge,72.3,79.35,62.45,720,2026-01,staging,payments
i-0214,c5.xlarge,58.84,77.3,73.54,720,2026-02,staging,payments
i-0214,c5.xlarge,42.41,81.65,68.89,720,2026-03,staging,payments
i-0214,c5.xlarge,71.16,91.52,60.35,720,2026-04,staging,payments
i-0214,c5.xlarge,60.73,76.83,58.73,720,2026-05,staging,payments
i-0214,c5.xlarge,71.25,92.92,75.82,720,2026-06,staging,payments
i-0215,c5.2xlarge,40.53,90.5,77.93,720,2026-01,development,risk-engineering
i-0215,c5.2xlarge,49.45,80.56,71.16,720,2026-02,development,risk-engineering
i-0215,c5.2xlarge,57.48,94.8,58.23,720,2026-03,development,risk-engineering
i-0215,c5.2xlarge,63.56,88.78,59.76,720,2026-04,development,risk-engineering
i-0215,c5.2xlarge,69.28,81.38,56.47,720,2026-05,development,risk-engineering
i-0215,c5.2xlarge,39.31,76.8,69.36,720,2026-06,development,risk-engineering
i-0216,t3.large,71.85,72.55,54.21,720,2026-01,sandbox,product-engineering
i-0216,t3.large,41.16,85.72,78.41,720,2026-02,sandbox,product-engineering
i-0216,t3.large,60.64,83.51,62.14,720,2026-03,sandbox,product-engineering
i-0216,t3.large,38.54,86.89,64.08,720,2026-04,sandbox,product-engineering
i-0216,t3.large,61.46,91.96,71.36,720,2026-05,sandbox,product-engineering
i-0216,t3.large,66.24,92.82,79.6,720,2026-06,sandbox,product-engineering
i-0217,m5.xlarge,58.25,68.27,58.37,720,2026-01,production,lending-backend
i-0217,m5.xlarge,66.5,65.83,42.28,720,2026-02,production,lending-backend
i-0217,m5.xlarge,37.69,86.93,60.05,720,2026-03,production,lending-backend
i-0217,m5.xlarge,49.76,68.17,69.29,720,2026-04,production,lending-backend
i-0217,m5.xlarge,47.84,72.96,66.09,720,2026-05,production,lending-backend
i-0217,m5.xlarge,57.36,75.87,65.66,720,2026-06,production,lending-backend
i-0218,m5.large,45.85,88.84,49.17,720,2026-01,staging,platform-infra
i-0218,m5.large,41.35,88.47,68.32,720,2026-02,staging,platform-infra
i-0218,m5.large,42.31,68.49,73.54,720,2026-03,staging,platform-infra
i-0218,m5.large,66.06,74.82,66.33,720,2026-04,staging,platform-infra
i-0218,m5.large,39.97,80.21,40.75,720,2026-05,staging,platform-infra
i-0218,m5.large,50.66,67.25,59.01,720,2026-06,staging,platform-infra
i-0219,m5.2xlarge,51.87,78.33,41.81,720,2026-01,development,data-engineering
i-0219,m5.2xlarge,49.46,87.69,54.76,720,2026-02,development,data-engineering
i-0219,m5.2xlarge,63.61,76.08,56.93,720,2026-03,development,data-engineering
i-0219,m5.2xlarge,57.56,93.52,44.35,720,2026-04,development,data-engineering
i-0219,m5.2xlarge,36.32,83.24,77.96,720,2026-05,development,data-engineering
i-0219,m5.2xlarge,74.59,79.52,58.72,720,2026-06,development,data-engineering
i-0220,r5.xlarge,60.8,81.67,65.36,720,2026-01,sandbox,payments
i-0220,r5.xlarge,69.96,87.39,59.88,720,2026-02,sandbox,payments
i-0220,r5.xlarge,53.47,84.19,58.23,720,2026-03,sandbox,payments
i-0220,r5.xlarge,53.31,65.49,46.96,720,2026-04,sandbox,payments
i-0220,r5.xlarge,54.54,89.68,51.15,720,2026-05,sandbox,payments
i-0220,r5.xlarge,55.91,75.35,44.19,720,2026-06,sandbox,payments
i-0221,r5.2xlarge,73.33,90.64,43.14,720,2026-01,production,risk-engineering
i-0221,r5.2xlarge,63.79,75.43,79.79,720,2026-02,production,risk-engineering
i-0221,r5.2xlarge,47.1,72.16,62.72,720,2026-03,production,risk-engineering
i-0221,r5.2xlarge,68.41,70.78,68.38,720,2026-04,production,risk-engineering
i-0221,r5.2xlarge,37.46,92.57,43.24,720,2026-05,production,risk-engineering
i-0221,r5.2xlarge,71.57,79.72,57.92,720,2026-06,production,risk-engineering
i-0222,c5.xlarge,73.93,94.71,66.01,720,2026-01,staging,product-engineering
i-0222,c5.xlarge,40.08,80.19,61.17,720,2026-02,staging,product-engineering
i-0222,c5.xlarge,55.58,82.08,40.75,720,2026-03,staging,product-engineering
i-0222,c5.xlarge,63.45,86.37,44.62,720,2026-04,staging,product-engineering
i-0222,c5.xlarge,57.81,82.05,67.3,720,2026-05,staging,product-engineering
i-0222,c5.xlarge,38.42,83.8,51.23,720,2026-06,staging,product-engineering
i-0223,c5.2xlarge,55.28,88.2,68.23,720,2026-01,development,lending-backend
i-0223,c5.2xlarge,39.76,82.74,78.76,720,2026-02,development,lending-backend
i-0223,c5.2xlarge,41.27,90.59,68.1,720,2026-03,development,lending-backend
i-0223,c5.2xlarge,65.96,73.46,51.52,720,2026-04,development,lending-backend
i-0223,c5.2xlarge,71.24,75.79,42.52,720,2026-05,development,lending-backend
i-0223,c5.2xlarge,59.02,68.74,71.86,720,2026-06,development,lending-backend
i-0224,t3.large,60.67,91.24,71.39,720,2026-01,sandbox,platform-infra
i-0224,t3.large,39.48,76.43,70.98,720,2026-02,sandbox,platform-infra
i-0224,t3.large,51.69,94.17,69.43,720,2026-03,sandbox,platform-infra
i-0224,t3.large,35.62,91.4,44.03,720,2026-04,sandbox,platform-infra
i-0224,t3.large,40.62,87.03,74.6,720,2026-05,sandbox,platform-infra
i-0224,t3.large,56.45,73.67,54.05,720,2026-06,sandbox,platform-infra
i-0225,m5.xlarge,48.72,74.8,49.72,720,2026-01,production,data-engineering
i-0225,m5.xlarge,59.35,92.01,52.28,720,2026-02,production,data-engineering
i-0225,m5.xlarge,42.47,90.16,69.67,720,2026-03,production,data-engineering
i-0225,m5.xlarge,72.23,69.97,45.77,720,2026-04,production,data-engineering
i-0225,m5.xlarge,56.66,83.43,59.21,720,2026-05,production,data-engineering
i-0225,m5.xlarge,58.96,70.41,59.18,720,2026-06,production,data-engineering
i-0226,m5.large,61.32,77.98,67.18,720,2026-01,staging,payments
i-0226,m5.large,53.05,75.01,52.14,720,2026-02,staging,payments
i-0226,m5.large,51.44,65.69,66.74,720,2026-03,staging,payments
i-0226,m5.large,68.8,75.64,41.84,720,2026-04,staging,payments
i-0226,m5.large,74.47,72.91,45.06,720,2026-05,staging,payments
i-0226,m5.large,49.79,87.16,51.76,720,2026-06,staging,payments
i-0227,m5.2xlarge,57.99,77.47,44.71,720,2026-01,development,risk-engineering
i-0227,m5.2xlarge,48.21,86.75,64.48,720,2026-02,development,risk-engineering
i-0227,m5.2xlarge,39.79,69.9,65.63,720,2026-03,development,risk-engineering
i-0227,m5.2xlarge,67.54,75.48,63.81,720,2026-04,development,risk-engineering
i-0227,m5.2xlarge,41.83,74.34,40.81,720,2026-05,development,risk-engineering
i-0227,m5.2xlarge,65.73,77.03,72.65,720,2026-06,development,risk-engineering
i-0228,r5.xlarge,63.33,89.86,51.43,720,2026-01,sandbox,product-engineering
i-0228,r5.xlarge,42.4,94.16,68.69,720,2026-02,sandbox,product-engineering
i-0228,r5.xlarge,68.36,65.39,54.18,720,2026-03,sandbox,product-engineering
i-0228,r5.xlarge,64.71,67.34,62.69,720,2026-04,sandbox,product-engineering
i-0228,r5.xlarge,52.16,65.53,49.44,720,2026-05,sandbox,product-engineering
i-0228,r5.xlarge,46.39,68.36,65.26,720,2026-06,sandbox,product-engineering
i-0229,r5.2xlarge,44.7,73.33,75.93,720,2026-01,production,lending-backend
i-0229,r5.2xlarge,53.68,76.76,68.95,720,2026-02,production,lending-backend
i-0229,r5.2xlarge,71.38,65.75,57.93,720,2026-03,production,lending-backend
i-0229,r5.2xlarge,59.43,74.56,70.9,720,2026-04,production,lending-backend
i-0229,r5.2xlarge,73.86,93.3,50.64,720,2026-05,production,lending-backend
i-0229,r5.2xlarge,44.05,93.72,58.35,720,2026-06,production,lending-backend
i-0230,c5.xlarge,43.33,86.21,51.38,720,2026-01,staging,platform-infra
i-0230,c5.xlarge,45.69,91.38,46.5,720,2026-02,staging,platform-infra
i-0230,c5.xlarge,37.58,73.08,64.28,720,2026-03,staging,platform-infra
i-0230,c5.xlarge,39.92,79.15,65.09,720,2026-04,staging,platform-infra
i-0230,c5.xlarge,68.95,71.9,72.69,720,2026-05,staging,platform-infra
i-0230,c5.xlarge,44.4,85.3,57.23,720,2026-06,staging,platform-infra
i-0231,c5.2xlarge,39.59,86.43,48.71,720,2026-01,development,data-engineering
i-0231,c5.2xlarge,42.06,75.75,66.13,720,2026-02,development,data-engineering
i-0231,c5.2xlarge,44.36,70.51,40.4,720,2026-03,development,data-engineering
i-0231,c5.2xlarge,53.87,77.86,49.35,720,2026-04,development,data-engineering
